Iteration,episode_reward_mean,episode_reward_min,episode_reward_max,episode_len_means
1,19.0,19.0,19.0,30.0
2,19.0,19.0,19.0,31.5625
3,19.0,19.0,19.0,31.625
4,19.0,19.0,19.0,35.035714285714285
5,19.0,19.0,19.0,34.67857142857143
6,19.0,19.0,19.0,34.945238095238096
7,19.0,19.0,19.0,37.57692307692308
8,19.0,19.0,19.0,39.84615384615385
9,19.0,19.0,19.0,39.81089743589744
10,19.0,19.0,19.0,36.598901098901095
