Iteration,episode_reward_mean,episode_reward_min,episode_reward_max,episode_len_means
1,18.83076923076923,8.0,19.0,30.6
2,18.89,8.0,19.0,30.42
3,19.0,19.0,19.0,30.36
4,19.0,19.0,19.0,30.3
