Iteration,episode_reward_mean,episode_reward_min,episode_reward_max,episode_len_means
1,18.609375,0.0,19.0,15.46875
2,18.636363636363637,0.0,19.0,15.121212121212121
3,19.0,19.0,19.0,18.59259259259259
4,19.0,19.0,19.0,20.875
5,19.0,19.0,19.0,20.770833333333332
