Iteration,episode_reward_mean,episode_reward_min,episode_reward_max,episode_len_means
1,19.0,19.0,19.0,30.75
2,19.0,19.0,19.0,29.388059701492537
3,19.0,19.0,19.0,28.75
4,19.0,19.0,19.0,28.04
5,18.87,6.0,19.0,28.46
6,18.87,6.0,19.0,29.77
7,18.87,6.0,19.0,31.46
8,19.0,19.0,19.0,32.91
9,19.0,19.0,19.0,32.81
10,19.0,19.0,19.0,32.26
