Iteration,episode_reward_mean,episode_reward_min,episode_reward_max,episode_len_means
1,19.0,19.0,19.0,30.625
2,18.984848484848484,18.0,19.0,30.03030303030303
3,18.97979797979798,18.0,19.0,30.22222222222222
4,18.98,18.0,19.0,30.82
5,18.99,18.0,19.0,31.37
6,19.0,19.0,19.0,32.33
7,18.92,11.0,19.0,32.7
8,18.92,11.0,19.0,32.71
9,18.92,11.0,19.0,32.38
10,18.99,18.0,19.0,31.54
