Iteration,episode_reward_mean,episode_reward_min,episode_reward_max,episode_len_means
1,19.0,19.0,19.0,30.6875
2,19.0,19.0,19.0,30.646153846153847
3,19.0,19.0,19.0,30.408163265306122
4,18.91,10.0,19.0,30.41
5,18.91,10.0,19.0,30.4
6,18.91,10.0,19.0,30.55
7,18.91,10.0,19.0,30.45
8,19.0,19.0,19.0,29.94
9,19.0,19.0,19.0,29.76
10,19.0,19.0,19.0,29.77
