iter,ep_reward_mean,ep_reward_min,ep_reward_max,ep_len_mean,n_episodes,battery_failure_rate,n_battery_failures,charge_fraction,image_fraction,loss_total,loss_policy,loss_value,entropy
33,16.029862583414896,4.361809320219477,25.21137670698361,109.94444444444444,18,0.0,0,0.138671875,0.861328125,0.8450566226616502,-0.00973458261869382,1.7304161328822374,1.0416859863325953
34,15.290830428471391,4.429784114543795,27.7221113689517,108.33333333333333,18,0.0,0,0.1298828125,0.8701171875,0.8934648906812072,-0.0065099382016342135,1.8204417124390602,1.024602958187461
35,16.420759332191007,5.096365016982598,25.720916600413176,112.41176470588235,17,0.0,0,0.1298828125,0.8701171875,0.8342696197330952,-0.0060574092989554625,1.7012375846505166,1.029176645539701
36,16.972804782514746,4.810134450271268,30.840667682375045,113.82352941176471,17,0.0,0,0.13232421875,0.86767578125,0.9395516725257039,-0.006761378158989828,1.9131673995405436,1.027065222710371
37,17.977678340930254,4.832284535552913,34.02415229490707,113.94117647058823,17,0.0,0,0.11767578125,0.88232421875,0.9825029446743428,-0.006576075407792814,1.9989334382116795,1.0387699341401457
38,14.72927196259688,-9.447827585799168,29.955813461566635,105.26315789473684,19,0.05263157894736842,1,0.1064453125,0.8935546875,1.1315366581082344,-0.009200068470090628,2.302306303754449,1.041642514243722
39,15.135252392310669,-8.722089723483744,24.350826866229845,106.42105263157895,19,0.05263157894736842,1,0.1162109375,0.8837890625,1.168385098129511,-0.005199695829651319,2.3687016356736423,1.0766028361395001
40,17.426866190282833,5.259881855017621,30.925384113611784,112.88888888888889,18,0.0,0,0.126953125,0.873046875,1.1038037199527024,-0.006936886496259831,2.242780612781644,1.0649700675159692
41,15.47854649880138,-9.25855894335288,27.150609267627473,107.36842105263158,19,0.05263157894736842,1,0.12451171875,0.87548828125,1.2976027995813637,-0.007583886520296801,2.631830693036318,1.072865286655724
42,17.407271310005207,5.8155831840906025,28.908649425444615,115.23529411764706,17,0.0,0,0.12109375,0.87890625,1.0394047814421357,-0.007920011194073595,2.1144855607301,0.9917991118505597
43,18.02584724386552,4.759173202129731,30.46826667229181,117.3529411764706,17,0.0,0,0.13037109375,0.86962890625,1.0661946004256606,-0.012502570965443738,2.176346018537879,0.9475837841629982
44,17.011340275679494,5.11411763092506,25.04624038956721,118.94117647058823,17,0.0,0,0.12451171875,0.87548828125,1.0498562981374562,-0.007471329472900834,2.13413468785584,0.9739719247445464
45,15.948969361389155,-9.266911253017211,26.57888825726573,111.11111111111111,18,0.05555555555555555,1,0.12939453125,0.87060546875,1.3303750870749353,-0.009996747455443256,2.699543196707964,0.939976279810071
46,16.497896789177346,-5.3631278994004195,29.88937580144511,118.29411764705883,17,0.058823529411764705,1,0.1171875,0.8828125,1.2049097179435193,-0.010807766515063122,2.4498329013586044,0.919896736741066
47,17.045751620116008,-8.998015689138661,27.8984378925876,117.29411764705883,17,0.058823529411764705,1,0.1220703125,0.8779296875,1.3838028326630591,-0.005543758165731561,2.7976270161569117,0.9466917134821415
48,15.650020950484311,-8.48214643838506,23.26606242006235,117.94117647058823,17,0.058823529411764705,1,0.11572265625,0.88427734375,1.2763227566611022,-0.006902397578232922,2.585421556979418,0.9485623719170689
49,18.037929841594956,-4.390748166951045,26.716148089872185,122.4375,16,0.0625,1,0.1064453125,0.8935546875,1.2455071270465852,-0.00741666135872947,2.5247400633990766,0.9446243934333325
50,19.010363057299642,9.323398099521588,26.649700483037464,123.5,16,0.0,0,0.1181640625,0.8818359375,1.1350706862285733,-0.008399153818027116,2.306416132673621,0.9738224033266306
51,17.030080884377895,9.00893651830144,29.646725498690756,117.76470588235294,17,0.0,0,0.125,0.875,1.0941023977473379,-0.00996452954277629,2.2279358875006436,0.9901015717536211
52,16.01326933551033,7.369398221900671,24.381923716667814,117.29411764705883,17,0.0,0,0.13916015625,0.86083984375,1.080163604672998,-0.008452833542833105,2.19700776822865,0.988744325004518
53,16.472916173019502,8.393357739713254,27.024316951784844,111.38888888888889,18,0.0,0,0.1337890625,0.8662109375,1.1234240820631385,-0.009174499750952237,2.2848445303738116,0.9823682790622115
54,16.761559724592544,9.019988147557115,24.918297927591436,113.77777777777777,18,0.0,0,0.13671875,0.86328125,1.1633063180372119,-0.007094951445469633,2.3602780163288117,0.9737738260999322
55,16.98288131218386,7.658085913388807,27.720939723628007,113.52941176470588,17,0.0,0,0.13671875,0.86328125,1.0967089810408652,-0.006939004201558419,2.227058933675289,0.9881479451432824
56,14.989357817195478,5.387376506422812,25.502228919452644,110.77777777777777,18,0.05555555555555555,1,0.12548828125,0.87451171875,1.4621802649460733,-0.004677008550788742,2.9548613879829646,1.0573416212573647
57,16.185993823032074,3.2727792216740417,27.472696656932538,110.44444444444444,18,0.0,0,0.1318359375,0.8681640625,1.0297593642957508,-0.007596483104862273,2.0954474575817583,1.0367877958342433
58,15.360126529300478,4.371564000472657,28.774523333845792,110.16666666666667,18,0.0,0,0.1337890625,0.8662109375,1.0978067819960415,-0.006651660217903555,2.2303399041295053,1.0711513666436077
59,14.402862784116762,3.7880738469018422,25.699235227660775,106.6842105263158,19,0.0,0,0.1337890625,0.8662109375,1.075503428373486,-0.0078068198403343555,2.1885821644216774,1.0980835020542146
60,13.58780183316055,3.9984721377864223,24.822592497215503,103.0,19,0.05263157894736842,1,0.12548828125,0.87451171875,1.3019225877709686,-0.008924993826076389,2.6427448231726887,1.0524831455200911
61,14.796423116714042,3.2773628355426534,25.205673900431112,107.33333333333333,18,0.0,0,0.11767578125,0.88232421875,1.162366898357868,-0.007100700130104087,2.3591284908354284,1.0096651988103986
62,16.739037465076503,-5.966266752303275,31.760290625775614,109.27777777777777,18,0.05555555555555555,1,0.1240234375,0.8759765625,1.4804985160008073,-0.01051953999849502,3.0008569903671742,0.9410438448190689
63,17.774157747956906,3.981218294489738,31.992798112119928,113.16666666666667,18,0.0,0,0.12890625,0.87109375,1.151342099532485,-0.005080794851528481,2.3312516953796147,0.9202955976128578
64,18.001892394103887,4.083424519088898,35.64798153669877,112.22222222222223,18,0.0,0,0.1328125,0.8671875,1.467552643828094,-0.0007949019956868142,2.954683427512646,0.8994167154654861
65,17.953121483919475,4.39933948056662,33.43228638874663,113.22222222222223,18,0.05555555555555555,1,0.12744140625,0.87255859375,1.219695206079632,-0.005211209371918812,2.4676568031311037,0.8921985685825348
66,16.173799339311365,-5.634768777605716,31.03294248605424,104.57894736842105,19,0.05263157894736842,1,0.1435546875,0.8564453125,1.3558164798654615,-0.005796289531281218,2.741602887585759,0.9188672734424472
67,16.70066867621686,4.1632663417944045,29.950343875830356,106.42105263157895,19,0.0,0,0.1494140625,0.8505859375,1.2230600940994918,-0.008824627951253206,2.4819243151694534,0.9077433975413441
68,17.02822164879046,3.5802462962633834,32.20178712134304,106.05555555555556,18,0.0,0,0.12744140625,0.87255859375,1.1565981493331492,-0.007554558868287131,2.3459617007523774,0.8828139802441001
69,16.70585462605533,-5.966266752303275,34.43625630933556,108.0,18,0.05555555555555555,1,0.13232421875,0.86767578125,1.3663110584020615,-0.010501057554211001,2.7712698597460985,0.8822818160057068
70,16.824826450048693,-5.994042232397237,31.793651142407228,107.10526315789474,19,0.05263157894736842,1,0.119140625,0.880859375,1.2738806350156664,-0.00481714935740456,2.5757480334490537,0.9176233088597655
71,16.623607069888145,-6.522172083217859,33.619160374861785,108.33333333333333,18,0.05555555555555555,1,0.11474609375,0.88525390625,1.4074400659650563,-0.008507735180319286,2.85053557343781,0.9319987626746297
72,17.748870451959746,3.628654891205058,31.28733799859847,109.83333333333333,18,0.0,0,0.11376953125,0.88623046875,1.2494817453436553,-0.01011882494785823,2.5380531430244444,0.9426003787666559
73,16.241062662940006,-5.887887495641963,32.09023894041653,105.42105263157895,19,0.10526315789473684,2,0.1103515625,0.8896484375,1.5075914434157311,-0.009090020041912793,3.052470786869526,0.9553928891196847
74,17.465354422864674,4.389608917227742,35.90921164610035,108.94444444444444,18,0.0,0,0.11767578125,0.88232421875,1.3434767624363304,-0.0035225051309680567,2.7134609811007975,0.9731225803494453
75,18.3415108324595,5.138350065100352,34.04225355510648,112.11111111111111,18,0.0,0,0.0986328125,0.9013671875,1.1602220552042126,-0.004323499780730345,2.3484542310237884,0.9681562174111604
76,18.569975141929106,5.686840176258599,33.91240646473202,111.05555555555556,18,0.0,0,0.1103515625,0.8896484375,1.178406849410385,-0.007553056231699884,2.39095695912838,0.951857577636838
77,16.293102238648245,-5.810027549349402,34.31752195808109,106.72222222222223,18,0.1111111111111111,2,0.10400390625,0.89599609375,1.7659334439784289,-0.008817171480040997,3.568740763515234,0.9619761567562819
78,17.571643327713243,-7.172389508117085,33.634259256207244,111.77777777777777,18,0.05555555555555555,1,0.095703125,0.904296875,1.484780746512115,-0.007550868857651949,3.0037595469504597,0.954815630801022
79,16.888009959826515,-7.253650653210526,32.276354871264,111.33333333333333,18,0.1111111111111111,2,0.095703125,0.904296875,1.8543329011648892,-0.007783394618309103,3.743468959629536,0.9618187569081783
80,18.81579826963714,5.861801072408437,33.476331716214155,119.11764705882354,17,0.0,0,0.12060546875,0.87939453125,1.1235693220049143,-0.007530425069853663,2.2806858573108912,0.9243180437013507
81,17.41625358351176,5.790193132426232,31.888930781770995,117.70588235294117,17,0.058823529411764705,1,0.12109375,0.87890625,1.1497481424361466,-0.007172911873203703,2.3322814047336577,0.9219652047380805
82,14.961631059739439,-3.1801177042872233,29.365865149098717,112.72222222222223,18,0.16666666666666666,3,0.09814453125,0.90185546875,1.513556110765785,-0.007580828963546083,3.0604148373007773,0.9070473670959472
83,12.112085985538934,-10.0,28.108905835477493,99.2,20,0.25,5,0.11083984375,0.88916015625,2.121262966375798,-0.00815478051372338,4.276886640489101,0.9025574877858162
84,15.983213910232045,-10.0,26.899251362620912,110.72222222222223,18,0.1111111111111111,2,0.1181640625,0.8818359375,1.3162548402324319,-0.004277763527352363,2.65926556289196,0.910017129778862
85,15.550388155011014,-8.753207616201276,26.27320344312916,111.94444444444444,18,0.1111111111111111,2,0.1123046875,0.8876953125,1.6728084219619632,-0.006201270176097751,3.3763941578567027,0.9187384432181716
86,15.93030514442295,-10.0,29.471947582519036,111.27777777777777,18,0.16666666666666666,3,0.09619140625,0.90380859375,1.558463675994426,-0.009581944879028016,3.1541749317198993,0.904184708930552
87,14.958554085614018,-5.6287537578697,29.99282592532415,109.61111111111111,18,0.16666666666666666,3,0.10498046875,0.89501953125,1.8165942442603409,-0.010670276764722075,3.67253891043365,0.9004936773329973
88,15.140323325682727,-7.675597061039928,29.254420666339072,108.66666666666667,18,0.1111111111111111,2,0.11376953125,0.88623046875,1.6155190227087588,-0.006966805145202671,3.263110281154513,0.906931409984827
89,17.07162910324137,5.980501246672075,29.688600296647387,115.70588235294117,17,0.0,0,0.09375,0.90625,1.0334619735833257,-0.007076381419028621,2.098759184591472,0.8841241559013724
90,15.38687294787923,-9.65785260036786,28.039485255608618,107.66666666666667,18,0.05555555555555555,1,0.0947265625,0.9052734375,1.2988394611515104,-0.005925466440385207,2.6267893951386214,0.8629773814231158
91,16.444678139772673,-3.18478112925888,27.846848340896994,112.05555555555556,18,0.05555555555555555,1,0.10009765625,0.89990234375,1.345764465816319,-0.009682169929146767,2.728262019343674,0.8684369118884205
92,15.211418329693679,-7.010380669982922,27.731181436748283,109.33333333333333,18,0.1111111111111111,2,0.1025390625,0.8974609375,1.6388595800846815,-0.006805657353834249,3.308958683907986,0.8814103906974197
93,15.034155623830877,-5.068734954343753,27.36216909671232,108.77777777777777,18,0.1111111111111111,2,0.1025390625,0.8974609375,1.6283166504465043,-0.007617062740609981,3.289373515173793,0.8753045039251447
94,15.910213417556315,-9.62931219058417,25.256076164704,112.94117647058823,17,0.058823529411764705,1,0.11572265625,0.88427734375,1.3003650540485978,-0.0063608313590521,2.630981557443738,0.8764900416135788
95,16.939188006350612,-4.706437929488068,29.436065246279536,113.11111111111111,18,0.05555555555555555,1,0.10986328125,0.89013671875,1.40227785166353,-0.00905495070910547,2.839985553920269,0.8659976935014129
96,16.678811825876018,-6.84921126930216,28.84716774744669,111.88888888888889,18,0.05555555555555555,1,0.1162109375,0.8837890625,1.3329189506359398,-0.006401774863479659,2.695942297577858,0.8650422362610698
97,14.584507725875174,-6.249173846033756,29.565814959320903,101.75,20,0.1,2,0.12841796875,0.87158203125,1.6937617897987365,-0.006972131089423783,3.4190311964601277,0.8781682310625911
98,15.899322000005956,-0.10327561178259614,29.924637108877327,106.57894736842105,19,0.05263157894736842,1,0.13330078125,0.86669921875,1.484206090029329,-0.007732311244035372,3.0011037304997443,0.8613462356850505
99,13.946130770756472,-9.62931219058417,29.15868274404404,99.2,20,0.1,2,0.1396484375,0.8603515625,1.7645821401849389,-0.007551331026479602,3.5619181275367735,0.8825594484806061
100,14.223332820277491,-1.2929397290004623,29.516952052545488,101.6,20,0.05,1,0.1337890625,0.8662109375,1.5795126369222998,-0.00795983295829501,3.192651556432247,0.8853306928649545
