iter,ep_reward_mean,ep_reward_min,ep_reward_max,ep_len_mean,n_episodes,battery_failure_rate,n_battery_failures,loss_total,loss_policy,loss_value,entropy
32,8.995862310904545,3.6232442172312673,14.701135654685482,50.0,40,0.0,0,0.9034250929951668,-0.010508436843520031,1.8530663395300508,1.2599643956869842
33,9.047837861324492,1.9897486058979845,14.153281887238776,50.0,40,0.0,0,0.8808483129367233,-0.010633129804045894,1.807821198552847,1.2429156124591827
34,8.35269757180433,-10.0,12.854529535348654,49.170731707317074,41,0.024390243902439025,1,1.100413041934371,-0.012604787842428777,2.250137859582901,1.205110078305006
35,8.170202520743638,-10.0,13.709889950284628,48.214285714285715,42,0.047619047619047616,2,1.4514342924579977,-0.010053619914106093,2.946487222239375,1.1755700573325156
36,8.575904381429291,1.8644133805557843,13.929670043257678,50.0,40,0.0,0,0.6603104818612338,-0.010210649826331065,1.3644323218613863,1.1695030078291893
37,8.04742697315824,-10.0,15.398061667263644,49.02439024390244,41,0.04878048780487805,2,1.330736463703215,-0.00787998845189577,2.7007953763008117,1.1781236581504344
38,7.962218682861948,-7.835835156193793,14.197202469909712,48.666666666666664,42,0.047619047619047616,2,1.3296102977357804,-0.011358172204927542,2.7056079216301443,1.1835492804646492
39,8.944613744798266,3.1210100667696308,15.235399654846335,50.0,40,0.0,0,0.7227631017565728,-0.0061932181502925236,1.4815755346789956,1.1831446759402753
40,8.663648402708963,2.4903255312683052,14.566361732268833,50.0,40,0.0,0,0.6794051350094378,-0.013779238605638965,1.4099971948191523,1.1814224548637866
41,8.578468487813177,2.821665741521986,14.644035903529593,49.90243902439025,41,0.024390243902439025,1,0.9878412023186683,-0.010835225311166142,2.0210084853693844,1.1827816974371672
42,9.101480475289964,3.193279344931308,14.477131237968957,50.0,40,0.0,0,0.7108340548351407,-0.010454272299830336,1.4659502495080232,1.168679803237319
43,8.810749501782523,-10.0,14.666933649457187,49.073170731707314,41,0.024390243902439025,1,1.1033421808853745,-0.009648137644398957,2.24868809748441,1.1353729970753192
44,8.92928035703141,3.6122741236490725,14.301185550574152,50.0,40,0.0,0,0.6296411864459515,-0.010352910221263301,1.3023259863257408,1.1168897923082113
45,8.87403106035444,3.1579011358665765,16.997752753248697,50.0,40,0.0,0,0.6411530454643071,-0.0059293050100677645,1.3160202253609896,1.0927760876715182
46,9.784799789172823,3.491629883588295,16.23512998549567,50.0,40,0.0,0,0.7831438032910227,-0.01099886205047369,1.6096544418483973,1.0684556258842348
47,9.480408377902496,3.6324940109514943,15.647629119401023,50.0,40,0.0,0,0.7238025110214948,-0.008329989382764325,1.4854889700189233,1.0611982725560665
48,9.349136635942328,3.7182224714926493,16.209208899088363,50.0,40,0.0,0,0.6428500220179558,-0.008879378391429781,1.3240659907460213,1.0303592268377542
49,9.265945491025034,-4.324659101004479,15.20879565451676,49.51219512195122,41,0.024390243902439025,1,1.0145678414963186,-0.0069707961549283935,2.063422061689198,1.0172393487766385
50,9.116664127431516,2.902961062307532,14.064359937238837,50.0,40,0.0,0,0.5716178718954325,-0.007455555666820146,1.1784177079796792,1.0135426197201014
