iter,ep_reward_mean,ep_reward_min,ep_reward_max,ep_len_mean,n_episodes,loss_total,loss_policy,loss_value,entropy
1,1.9371587784443614,0.0,8.364556983779673,39.11538461538461,52,2.4802447974681856,-0.0034196455482742747,5.003072883188724,1.7871998090296983
2,1.9636868803671792,0.0,7.27561944129421,39.588235294117645,51,1.702744797617197,-0.0071345146519888655,3.4554005675017834,1.7820974446833133
3,2.0077556613492233,0.0,5.62064479363243,39.6078431372549,51,1.0718374829739332,-0.01118422557192389,2.2014887526631357,1.7722663931548595
4,2.323177045988763,0.0,5.794848569432917,39.96078431372549,51,0.8232335798442364,-0.011351217067567632,1.7041024062782526,1.7466406479477883
5,2.4256669470121097,0.10759251145151061,7.302366411322989,40.18,50,0.6135740083642304,-0.014023796311812475,1.2896178223192691,1.721110600605607
6,2.6711512264780843,0.0,6.701798264447309,40.78,50,0.48275166666135194,-0.00787444741872605,1.0149504153057933,1.6849092300981283
7,2.694631181745418,0.0,8.423324264598241,40.96,50,0.4044515579007566,-0.010863747142138891,0.8637010036967695,1.6535196781158448
8,2.879970944547026,0.0,9.222510755221215,41.854166666666664,48,0.2679025824414566,-0.01089961890829727,0.589890915248543,1.6143256787210702
9,3.155918826284795,0.11086230412781073,10.584731891709101,42.625,48,0.30736415267456324,-0.009909831563709304,0.6657498297281563,1.5600932188332082
10,3.410946986914176,0.6003373360158248,9.511633759578507,42.723404255319146,47,0.2434729773318395,-0.012525517969334033,0.5418853832408785,1.4944197114557027
11,3.7035812573206535,0.0,9.16383912853647,42.583333333333336,48,0.25940158459707163,-0.008999594309716485,0.5659353048074991,1.456647451221943
12,4.031818790515748,0.6420974521168482,9.655276079142189,42.93617021276596,47,0.2593639716214966,-0.007769450373598374,0.5626981982029975,1.4215677108615636
13,3.859800760603577,0.2257459814515792,13.104860574832852,42.87234042553192,47,0.22969259886594956,-0.0072615980097907595,0.5018809959292412,1.3986301567405461
14,3.926154526042474,0.8924653931428311,10.901905401461212,43.361702127659576,47,0.25869822343520354,-0.01084898586559575,0.5663594813086092,1.3632530730217696
15,4.0724533901273805,0.8924653931428311,10.423803593430161,43.234042553191486,47,0.2641166532266652,-0.010071143793174997,0.5745667383074761,1.3095573119819164
16,3.90816865531019,0.6420974521168482,8.083492331709353,43.297872340425535,47,0.21757943179400172,-0.009809794792090543,0.480829612351954,1.3025579288601876
17,4.486072968974354,0.6420974521168482,12.422328686492472,43.58695652173913,46,0.28412331454164813,-0.009645247529260815,0.6130565965548158,1.2759737465530634
18,4.3555030792416085,0.6420974521168482,12.046992809350353,43.48936170212766,47,0.25906802206882273,-0.008349959335464518,0.5604008028283716,1.2782419852912426
19,4.6237412558631865,0.8924653931428311,12.499179154656813,43.630434782608695,46,0.30726695806661153,-0.013763971884327476,0.6670093510299921,1.2473746832460164
20,4.883200634174675,0.8924653931428311,11.162858839894582,44.28260869565217,46,0.3163842369860504,-0.011051105411024765,0.6792765886522829,1.2202953055500985
21,4.756239781845758,0.39892798873806945,12.59074592356736,43.78260869565217,46,0.34374405071139336,-0.011143394379178061,0.7330332864075899,1.1629199173301459
22,4.544278996579749,0.8924653931428311,13.045035382596742,43.78260869565217,46,0.2956863205414265,-0.006719530047848821,0.6273502498865128,1.1269274204969406
23,4.8452516946210755,0.8924653931428311,10.973353064845634,44.26086956521739,46,0.3240614122856641,-0.01051865143381292,0.6916177662089467,1.1228819198906421
24,5.066346663618686,1.0336173990960946,11.788264624288187,44.30434782608695,46,0.3785988364601508,-0.010630262274935376,0.8008093189448118,1.1175560887902976
25,5.199104813946266,1.9753238403663458,14.99348260864043,44.888888888888886,45,0.37966138997580856,-0.008724077610531822,0.7976471615955234,1.0438113614916802
26,5.18773600005825,1.4473575518445134,12.092116776891043,44.45652173913044,46,0.3934257538494421,-0.007604253594763577,0.8222876316867769,1.0113807633519172
27,5.1486910080582735,1.3118488574963503,12.718647073317616,44.333333333333336,45,0.4084493229922373,-0.005043997595203109,0.8474514191038907,1.0232388807460666
28,5.23390231707579,2.0016064883737616,12.745596820070395,44.644444444444446,45,0.3641879198141396,-0.009982883981138002,0.768659922387451,1.0159157676622272
29,5.267614187802614,0.0,14.262276885418895,44.130434782608695,46,0.4251766248373315,-0.006702342795324512,0.8837814544327557,1.0011759147047996
30,5.414804284176519,0.0,12.765346459686288,44.17391304347826,46,0.4302262143464759,-0.008282947476254776,0.8965457296930254,0.9763705829158426
31,5.685688283051583,0.0,14.079718838104917,44.733333333333334,45,0.4448413155041635,-0.008877560406108386,0.9269727360457182,0.9767492201179266
32,5.829052916107505,0.0,13.884968462700288,44.28260869565217,46,0.4465461620595306,-0.005900617815495934,0.924949393235147,1.002791615575552
33,5.660107843995248,0.0,12.983685998647708,44.15217391304348,46,0.426662169652991,-0.006835151050472632,0.887375574093312,1.0190465876832604
34,5.707399987628956,0.0,12.124311160746336,44.4,45,0.49234132524579766,-0.0084359907428734,1.0214157566428184,0.9930561656132341
35,6.196725098120785,0.0,12.898146107032103,44.84444444444444,45,0.4801649761851877,-0.0064639339107088745,0.9926297221332788,0.968595114722848
36,6.581285192739274,0.0,15.348461132857539,45.63636363636363,44,0.5485534274019301,-0.005243807259830646,1.1271799450740219,0.9792741129174829
37,6.025705624789664,0.0,14.153851910932575,44.71111111111111,45,0.5306377477245405,-0.007283543969970196,1.0959454722702504,1.005144552513957
38,5.96953604783743,0.0,14.705441947877107,44.21739130434783,46,0.4930236072978005,-0.010812219383660704,1.0269073609262704,0.9617854343727231
39,6.229328050092987,0.0,14.91876051871377,44.93333333333333,45,0.5309059734921903,-0.007230351126054302,1.0951669588685036,0.9447154212743044
40,6.308652976424481,0.0,14.64020607796746,44.91111111111111,45,0.5431201539002359,-0.007143635337706655,1.1198842070996762,0.9678313735872507
41,6.348102741000696,0.0,14.721460376574639,44.26086956521739,46,0.5611939043505118,-0.009150105901062489,1.1599401524290442,0.962606699950993
42,6.261664714398827,0.0,15.42427028630201,44.53333333333333,45,0.557341926288791,-0.008523917727870867,1.1508853564038872,0.9576835310086608
43,6.321006371328188,0.0,13.861927395324471,44.666666666666664,45,0.5787495446653338,-0.006227768596727401,1.1888379939831792,0.9441685393452645
44,6.601349473520111,0.0,16.58300615354003,45.31111111111111,45,0.6018984084483237,-0.008093556738458574,1.2381584638729692,0.9087267097085714
45,6.7007674014443825,0.0,17.166540680035798,44.86666666666667,45,0.6307983553037048,-0.007756055665959138,1.295361265912652,0.9126223240047693
46,6.8886545564991515,0.0,17.07928792036371,45.68181818181818,44,0.6739171970635652,-0.00611079644295387,1.3783380921930075,0.9141051881015301
47,6.461451385425093,0.0,15.359426171028547,45.08888888888889,45,0.5995313964318484,-0.007263978988339659,1.2321751384064554,0.9292191939428449
48,6.930879858625542,0.0,21.302869958486667,45.90909090909091,44,0.7117409854661674,-0.006357444034074433,1.4546530898660421,0.922811851464212
49,6.987370308250149,0.0,18.20894119570557,45.88636363636363,44,0.7247477461583912,-0.00548736447817646,1.4786224722862245,0.9076126920059323
50,6.913399880733838,0.0,18.537511845231244,45.47727272727273,44,0.7359846527222544,-0.00556738966552075,1.500557225011289,0.8726569002494216
