policy,episodes,reward_mean,reward_std,reward_min,reward_max,steps_mean,steps_std,positive_reward_steps_mean,positive_reward_steps_std
random,20,2.6723020958657893,5.574621343894386,-8.828833001842144,9.76260447048413,70.2,16.813528387643835,12.9,6.323723087249355
trained,20,13.084800202604516,6.580866134562684,2.2353390470394414,26.232300021267722,99.65,17.378980043961757,36.1,14.938117967838274
